Symbol,Series,Security Name,Band,Remarks
HCG,EQ,HEALTHCARE GLOBAL ENTERPRISES LIMITED,20,"-"
HCL-INSYS,EQ,HCL INFOSYSTEMS LIMITED,20,"GSM STAGE - 0"
HDBFS,EQ,HDB FINANCIAL SERVICES LIMITED,20,"-"
HDFCBSE500,EQ,HDFC MUTUAL FUND - HDFC S&P BSE 500 ETF,20,"-"
HDFCGOLD,EQ,HDFC MUTUAL FUND-HDFC GOLD EXCHANGE TRADED FUND,20,"-"
HDFCGROWTH,EQ,HDFC MUTUAL FUND - HDFC NIFTY GROWTH SECTORS 15 ETF,20,"-"
HDFCLOWVOL,EQ,HDFC MUTUAL FUND - HDFC NIFTY100 LOW VOLATILITY 30 ETF,20,"-"
HDFCMID150,EQ,HDFC MUTUAL FUND - HDFC NIFTY MIDCAP 150 ETF,20,"-"
HDFCMOMENT,EQ,HDFC MUTUAL FUND - HDFC NIFTY200 MOMENTUM 30 ETF,20,"-"
HDFCNEXT50,EQ,HDFC MUTUAL FUND - HDFC NIFTY NEXT 50 ETF,20,"-"
HDFCNIF100,EQ,HDFC MUTUAL FUND - HDFC NIFTY 100 ETF,20,"-"
HDFCNIFBAN,EQ,HDFC NIFTY BANK ETF,20,"-"
HDFCNIFIT,EQ,HDFC MUTUAL FUND - HDFC NIFTY IT ETF,20,"-"
HDFCNIFTY,EQ,HDFC NIFTY 50 ETF,20,"-"
HDFCPSUBK,EQ,HDFC MUTUAL FUND -HDFC NIFTY PSU BANK ETF,20,"-"
HDFCPVTBAN,EQ,HDFC MUTUAL FUND - HDFC NIFTY PRIVATE BANK ETF,20,"-"
HDFCQUAL,EQ,HDFC MUTUAL FUND - HDFC NIFTY100 QUALITY 30 ETF,20,"-"
HDFCSENSEX,EQ,HDFC S&P BSE SENSEX ETF,20,"-"
HDFCSILVER,EQ,HDFC MUTUAL FUND - HDFC SILVER ETF,20,"-"
HDFCSML250,EQ,HDFC MUTUAL FUND - HDFC NIFTY SMALLCAP 250 ETF,20,"-"
HDFCVALUE,EQ,HDFC MUTUAL FUND - HDFC NIFTY50 VALUE 20 ETF,20,"-"
HEADSUP,EQ,HEADS UP VENTURES LIMITED,20,"-"
HEALTHADD,EQ,DSP MUTUAL FUND - DSP NIFTY HEALTHCARE ETF,20,"-"
HEALTHIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY HEALTHCARE ETF,20,"-"
HEALTHY,EQ,ADITYA BIRLA SUN LIFE MF-ADITYA BIRLA SUN LIFE NIFTY HEALTHCARE ETF,20,"-"
HECPROJECT,EQ,HEC INFRA PROJECTS LIMITED,20,"-"
HEG,EQ,HEG LIMITED,20,"-"
HEIDELBERG,EQ,HEIDELBERGCEMENT INDIA LIMITED,20,"-"
HEMIPROP,EQ,HEMISPHERE PROPERTIES INDIA LIMITED,20,"-"
HERANBA,EQ,HERANBA INDUSTRIES LIMITED,20,"-"
HERITGFOOD,EQ,HERITAGE FOODS LIMITED,20,"-"
HESTERBIO,EQ,HESTER BIOSCIENCES LIMITED,20,"-"
HEXT,EQ,HEXAWARE TECHNOLOGIES LIMITED,20,"-"
HFCL,EQ,HFCL LIMITED,20,"-"
HGINFRA,EQ,H.G. INFRA ENGINEERING LIMITED,20,"-"
HGS,EQ,HINDUJA GLOBAL SOLUTIONS LIMITED,20,"-"
HIGREEN,SM,HI-GREEN CARBON LIMITED,20,"-"
HIKAL,EQ,HIKAL LIMITED,20,"-"
HILINFRA,EQ,HIGHWAY INFRASTRUCTURE LIMITED,20,"-"
HILTON,EQ,HILTON METAL FORGING LIMITED,20,"-"
HIMATSEIDE,EQ,HIMATSINGKA SEIDE LIMITED,20,"-"
HINDCOMPOS,EQ,HINDUSTAN COMPOSITES LIMITED,20,"-"
HINDCON,EQ,HINDCON CHEMICALS LIMITED,20,"-"
HINDCOPPER,EQ,HINDUSTAN COPPER LIMITED,20,"-"
HINDOILEXP,EQ,HINDUSTAN OIL EXPLORATION COMPANY LIMITED,20,"-"
HINDWAREAP,EQ,HINDWARE HOME INNOVATION LIMITED,20,"-"
HISARMETAL,EQ,HISAR METAL INDUSTRIES LIMITED,20,"-"
HITECH,EQ,HI-TECH PIPES LIMITED,20,"-"
HITECHCORP,EQ,HITECH CORPORATION LIMITED,20,"-"
HLEGLAS,EQ,HLE GLASCOAT LIMITED,20,"-"
HLVLTD,EQ,HLV LIMITED,20,"-"
HMVL,EQ,HINDUSTAN MEDIA VENTURES LIMITED,20,"-"
HNDFDS,EQ,HINDUSTAN FOODS LIMITED,20,"-"
HNGSNGBEES,EQ,NIPPON INDIA ETF HANG SENG BEES,20,"-"
HOMEFIRST,EQ,HOME FIRST FINANCE COMPANY INDIA LIMITED,20,"-"
HONASA,EQ,HONASA CONSUMER LIMITED,20,"-"
HONAUT,EQ,HONEYWELL AUTOMATION INDIA LIMITED,20,"-"
HONDAPOWER,EQ,HONDA INDIA POWER PRODUCTS LIMITED,20,"-"
HPAL,EQ,HP ADHESIVES LIMITED,20,"-"
HPIL,EQ,HINDPRAKASH INDUSTRIES LIMITED,20,"-"
HPL,EQ,HPL ELECTRIC & POWER LIMITED,20,"-"
HSCL,EQ,HIMADRI SPECIALITY CHEMICAL LIMITED,20,"-"
HTMEDIA,EQ,HT MEDIA LIMITED,20,"-"
HUBTOWN,EQ,HUBTOWN LIMITED,20,"-"
HUHTAMAKI,EQ,HUHTAMAKI INDIA LIMITED,20,"-"
ICEMAKE,EQ,ICE MAKE REFRIGERATION LIMITED,20,"-"
ICICIB22,EQ,ICICI PRUDENTIAL MUTUAL FUND - BHARAT 22 ETF,20,"-"
ICIL,EQ,INDO COUNT INDUSTRIES LIMITED,20,"-"
ICRA,EQ,ICRA LIMITED,20,"-"
IDBI,EQ,IDBI BANK LIMITED,20,"-"
IDEAFORGE,EQ,IDEAFORGE TECHNOLOGY LIMITED,20,"-"
IDEALTECHO,SM,IDEAL TECHNOPLAST INDUSTRIES LIMITED,20,"-"
IDFNIFTYET,EQ,BANDHAN NIFTY 50 ETF,20,"-"
IEML,SM,INDIAN EMULSIFIERS LIMITED,20,"-"
IFBIND,EQ,IFB INDUSTRIES LIMITED,20,"-"
IFCI,EQ,IFCI LIMITED,20,"-"
IFGLEXPOR,EQ,IFGL REFRACTORIES LIMITED,20,"-"
IGARASHI,EQ,IGARASHI MOTORS INDIA LIMITED,20,"-"
IGCL,EQ,INDOGULF CROPSCIENCES LIMITED,20,"-"
IGL,EQ,INDRAPRASTHA GAS LIMITED,20,"-"
IGPL,EQ,IG PETROCHEMICALS LIMITED,20,"-"
IIFL,EQ,IIFL FINANCE LIMITED,20,"-"
IIFLCAPS,EQ,IIFL CAPITAL SERVICES LIMITED,20,"-"
IITL,EQ,INDUSTRIAL INVESTMENT TRUST LIMITED,20,"-"
IKIO,EQ,IKIO TECHNOLOGIES LIMITED,20,"-"
IKS,EQ,INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,20,"-"
IMAGICAA,EQ,IMAGICAAWORLD ENTERTAINMENT LIMITED,20,"-"
IMFA,EQ,INDIAN METALS & FERRO ALLOYS LIMITED,20,"-"
IMPAL,EQ,INDIA MOTOR PARTS AND ACCESSORIES LIMITED,20,"-"
INCREDIBLE,EQ,INCREDIBLE INDUSTRIES LIMITED,20,"-"
INDBANK,EQ,INDBANK MERCHANT BANKING SERVICES LIMITED,20,"-"
INDGN,EQ,INDEGENE LIMITED,20,"-"
INDIAGLYCO,EQ,INDIA GLYCOLS LIMITED,20,"-"
INDIAMART,EQ,INDIAMART INTERMESH LIMITED,20,"-"
INDIANCARD,EQ,INDIAN CARD CLOTHING COMPANY LIMITED,20,"-"
INDIANHUME,EQ,INDIAN HUME PIPE COMPANY LIMITED,20,"-"
INDIASHLTR,EQ,INDIA SHELTER FINANCE CORPORATION LIMITED,20,"-"
INDIGOPNTS,EQ,INDIGO PAINTS LIMITED,20,"-"
INDIGRID,IV,INDIGRID INFRASTRUCTURE TRUST,20,"-"
INDIQUBE,EQ,INDIQUBE SPACES LIMITED,20,"-"
INDNIPPON,EQ,INDIA NIPPON ELECTRICALS LIMITED,20,"-"
INDOAMIN,EQ,INDO AMINES LIMITED,20,"-"
INDOBORAX,EQ,INDO BORAX & CHEMICALS LIMITED,20,"-"
INDOCO,EQ,INDOCO REMEDIES LIMITED,20,"-"
INDOFARM,EQ,INDO FARM EQUIPMENT LIMITED,20,"-"
INDORAMA,EQ,INDO RAMA SYNTHETICS (INDIA) LIMITED,20,"-"
INDOSTAR,EQ,INDOSTAR CAPITAL FINANCE LIMITED,20,"-"
INDOTECH,EQ,INDO TECH TRANSFORMERS LIMITED,20,"-"
INDOUS,EQ,INDO US BIOTECH LIMITED,20,"-"
INDOWIND,EQ,INDOWIND ENERGY LIMITED,20,"-"
INDRAMEDCO,EQ,INDRAPRASTHA MEDICAL CORPORATION LIMITED,20,"-"
INDSWFTLAB,EQ,IND-SWIFT LABORATORIES LIMITED,20,"-"
INDTERRAIN,EQ,INDIAN TERRAIN FASHIONS LIMITED,20,"-"
INDUSINVIT,IV,INDUS INFRA TRUST,20,"-"
INFLUX,SM,INFLUX HEALTHTECH LIMITED,20,"-"
INFOBEAN,EQ,INFOBEANS TECHNO. LTD.,20,"-"
INFOLLION,SM,INFOLLION RESEARCH SERVICES LIMITED,20,"-"
INFRABEES,EQ,NIPPON INDIA ETF NIFTY INFRASTRUCTURE BEES,20,"-"
INFRAIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND-ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF,20,"-"
INGERRAND,EQ,INGERSOLL RAND (INDIA) LIMITED,20,"-"
INM,SM,INTERIORS & MORE LIMITED,20,"-"
INNOVACAP,EQ,INNOVA CAPTAB LIMITED,20,"-"
INNOVANA,EQ,INNOVANA THINKLABS LIMITED,20,"-"
INOXGREEN,EQ,INOX GREEN ENERGY SERVICES LIMITED,20,"-"
INOXINDIA,EQ,INOX INDIA LIMITED,20,"-"
INSECTICID,EQ,INSECTICIDES (INDIA) LIMITED,20,"-"
INSPIRE,SM,INSPIRE FILMS LIMITED,20,"-"
INSPIRISYS,EQ,INSPIRISYS SOLUTIONS LIMITED,20,"-"
INTELLECT,EQ,INTELLECT DESIGN ARENA LIMITED,20,"-"
INTERARCH,EQ,INTERARCH BUILDING SOLUTIONS LIMITED,20,"-"
INTERISE,IV,INTERISE TRUST,20,"-"
INTERNET,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY INDIA INTERNET ETF,20,"-"
INTLCONV,EQ,INTERNATIONAL CONVEYORS LIMITED,20,"-"
INVENTURE,EQ,INVENTURE GROWTH & SECURITIES LIMITED,20,"-"
INVICTA,SM,INVICTA DIAGNOSTIC LIMITED,20,"-"
IOB,EQ,INDIAN OVERSEAS BANK,20,"-"
IOLCP,EQ,IOL CHEMICALS AND PHARMACEUTICALS LIMITED,20,"-"
IONEXCHANG,EQ,ION EXCHANGE (INDIA) LIMITED,20,"-"
IPCALAB,EQ,IPCA LABORATORIES LIMITED,20,"-"
IPL,EQ,INDIA PESTICIDES LIMITED,20,"-"
IPSL,SM,INTEGRATED PERSONNEL SERVICES LIMITED,20,"-"
IRB,EQ,IRB INFRASTRUCTURE DEVELOPERS LIMITED,20,"-"
IRBINVIT,IV,IRB INVIT FUND,20,"-"
IRBIT,IV,IRB INFRASTRUCTURE TRUST,20,"-"
IRCON,EQ,IRCON INTERNATIONAL LIMITED,20,"-"
IRIS,EQ,IRIS REGTECH SOLUTIONS LIMITED,20,"-"
IRISDOREME,EQ,IRIS CLOTHINGS LIMITED,20,"-"
IRMENERGY,EQ,IRM ENERGY LIMITED,20,"-"
ISFT,EQ,INTRASOFT TECHNOLOGIES LIMITED,20,"-"
ISGEC,EQ,ISGEC HEAVY ENGINEERING LIMITED,20,"-"
IT,EQ,KOTAK NIFTY IT ETF,20,"-"
ITADD,EQ,DSP MUTUAL FUND - DSP NIFTY IT ETF,20,"-"
ITALIANE,SM,ITALIAN EDIBLES LIMITED,20,"-"
ITBEES,EQ,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,20,"-"
ITBETA,EQ,UTI MUTUAL FUND - UTI NIFTY IT ETF,20,"-"
ITCHOTELS,EQ,ITC HOTELS LIMITED,20,"-"
ITDC,EQ,INDIA TOURISM DEVELOPMENT CORPORATION LIMITED,20,"-"
ITETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY IT ETF,20,"-"
ITI,EQ,ITI LIMITED,20,"-"
ITIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY IT ETF,20,"-"
IVALUE,EQ,IVALUE INFOSOLUTIONS LIMITED,20,"-"
IVC,EQ,IL&FS INVESTMENT MANAGERS LIMITED,20,"-"
IVP,EQ,IVP LIMITED,20,"-"
IVZINGOLD,EQ,INVESCO INDIA GOLD EXCHANGE TRADED FUND,20,"-"
IVZINNIFTY,EQ,INVESCO INDIA NIFTY EXCHANGE TRADED FUND,20,"-"
IXIGO,EQ,LE TRAVENUES TECHNOLOGY LIMITED,20,"-"
J&KBANK,EQ,THE JAMMU & KASHMIR BANK LIMITED,20,"-"
JAGRAN,EQ,JAGRAN PRAKASHAN LIMITED,20,"-"
JAGSNPHARM,EQ,JAGSONPAL PHARMACEUTICALS LIMITED,20,"-"
JAIBALAJI,EQ,JAI BALAJI INDUSTRIES LIMITED,20,"-"
JAICORPLTD,EQ,JAI CORP LIMITED,20,"-"
JAINREC,EQ,JAIN RESOURCE RECYCLING LIMITED,20,"-"
JAMNAAUTO,EQ,JAMNA AUTO INDUSTRIES LIMITED,20,"-"
JARO,EQ,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,20,"-"
JASH,EQ,JASH ENGINEERING LIMITED,20,"-"
JAYAGROGN,EQ,JAYANT AGRO ORGANICS LIMITED,20,"-"
JAYBARMARU,EQ,JAY BHARAT MARUTI LIMITED,20,"-"
JAYBEE,SM,JAY BEE LAMINATIONS LIMITED,20,"-"
JAYESH,SM,JAYESH LOGISTICS LIMITED,20,"-"
JAYKAY,EQ,JAYKAY ENTERPRISES LIMITED,20,"-"
JAYSREETEA,EQ,JAYSHREE TEA & INDUSTRIES LIMITED,20,"-"
JBCHEPHARM,EQ,JB CHEMICALS & PHARMACEUTICALS LIMITED,20,"-"
JBMA,EQ,JBM AUTO LIMITED,20,"-"
JGCHEM,EQ,J.G.CHEMICALS LIMITED,20,"-"
JHS,EQ,JHS SVENDGAARD LABORATORIES LIMITED,20,"-"
JINDALPHOT,EQ,JINDAL PHOTO LIMITED,20,"-"
JINDALPOLY,EQ,JINDAL POLY FILMS LIMITED,20,"-"
JINDALSAW,EQ,JINDAL SAW LIMITED,20,"-"
JINDRILL,EQ,JINDAL DRILLING AND INDUSTRIES LIMITED,20,"-"
JINDWORLD,EQ,JINDAL WORLDWIDE LIMITED,20,"-"
JISLDVREQS,EQ,JAIN IRRIGATION SYSTEMS LIMITED,20,"-"
JISLJALEQS,EQ,JAIN IRRIGATION SYSTEMS LIMITED,20,"-"
JIWANRAM,SM,JIWANRAM SHEODUTTRAI INDUSTRIES LIMITED,20,"-"
JKCEMENT,EQ,JK CEMENT LIMITED,20,"-"
JKIL,EQ,J.KUMAR INFRAPROJECTS LIMITED,20,"-"
JKIPL,EQ,JINKUSHAL INDUSTRIES LIMITED,20,"-"
JKLAKSHMI,EQ,JK LAKSHMI CEMENT LIMITED,20,"-"
JKPAPER,EQ,JK PAPER LIMITED,20,"-"
JKTYRE,EQ,JK TYRE & INDUSTRIES LIMITED,20,"-"
JLHL,EQ,JUPITER LIFE LINE HOSPITALS LIMITED,20,"-"
JMA,EQ,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED,20,"-"
JMFINANCIL,EQ,JM FINANCIAL LIMITED,20,"-"
JNKINDIA,EQ,JNK INDIA LIMITED,20,"-"
JOCIL,EQ,JOCIL LIMITED,20,"-"
JPOLYINVST,EQ,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,20,"-"
JPPOWER,EQ,JAIPRAKASH POWER VENTURES LIMITED,20,"-"
JSFB,EQ,JANA SMALL FINANCE BANK LIMITED,20,"-"
JSL,EQ,JINDAL STAINLESS LIMITED,20,"-"
JSLL,EQ,JEENA SIKHO LIFECARE LIMITED,20,"-"
JSWCEMENT,EQ,JSW CEMENT LIMITED,20,"-"
JTEKTINDIA,EQ,JTEKT INDIA LIMITED,20,"-"
JUBLCPL,EQ,JUBILANT AGRI AND CONSUMER PRODUCTS LIMITED,20,"-"
JUBLINGREA,EQ,JUBILANT INGREVIA LIMITED,20,"-"
JUBLPHARMA,EQ,JUBILANT PHARMOVA LIMITED,20,"-"
JUNIORBEES,EQ,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES,20,"-"
JUSTDIAL,EQ,JUST DIAL LIMITED,20,"-"
JWL,EQ,JUPITER WAGONS LIMITED,20,"-"
JYOTHYLAB,EQ,JYOTHY LABS LIMITED,20,"-"
JYOTICNC,EQ,JYOTI CNC AUTOMATION LIMITED,20,"-"
JYOTIGLOBL,SM,JYOTI GLOBAL PLAST LIMITED,20,"-"
JYOTISTRUC,EQ,JYOTI STRUCTURES LIMITED,20,"-"
KABRAEXTRU,EQ,KABRA EXTRUSION TECHNIK LIMITED,20,"-"
KAJARIACER,EQ,KAJARIA CERAMICS LIMITED,20,"-"
KAKATCEM,EQ,KAKATIYA CEMENT SUGAR & INDUSTRIES LIMITED,20,"-"
KALAMANDIR,EQ,SAI SILKS (KALAMANDIR) LIMITED,20,"-"
KALANA,SM,KALANA ISPAT LIMITED,20,"-"
KALYANIFRG,EQ,KALYANI FORGE LIMITED,20,"-"
KAMATHOTEL,EQ,KAMAT HOTELS (I) LIMITED,20,"-"
KAMDHENU,EQ,KAMDHENU LIMITED,20,"-"
KAMOPAINTS,EQ,KAMDHENU VENTURES LIMITED,20,"-"
KANANIIND,EQ,KANANI INDUSTRIES LIMITED,20,"-"
KANORICHEM,EQ,KANORIA CHEMICALS & INDUSTRIES LIMITED,20,"-"
KANPRPLA,EQ,KANPUR PLASTIPACK LIMITED,20,"-"
KANSAINER,EQ,KANSAI NEROLAC PAINTS LIMITED,20,"-"
KARURVYSYA,EQ,KARUR VYSYA BANK LIMITED,20,"-"
KATARIA,SM,KATARIA INDUSTRIES LIMITED,20,"-"
KAYTEX,SM,KAYTEX FABRICS LIMITED,20,"-"
KCK,SM,KCK INDUSTRIES LIMITED,20,"-"
KCP,EQ,KCP LIMITED,20,"-"
KCPSUGIND,EQ,KCP SUGAR AND INDUSTRIES CORPORATION LIMITED,20,"-"
KDDL,EQ,KDDL LIMITED,20,"-"
KEC,EQ,KEC INTERNATIONAL LIMITED,20,"-"
KECL,EQ,KIRLOSKAR ELECTRIC COMPANY LIMITED,20,"-"
KEEPLEARN,EQ,DSJ KEEP LEARNING LIMITED,20,"GSM STAGE - 0"
KEL,SM,KUNDAN EDIFICE LIMITED,20,"-"
KELLTONTEC,EQ,KELLTON TECH SOLUTIONS LIMITED,20,"-"
KEN,SM,KEN ENTERPRISES LIMITED,20,"-"
KERNEX,EQ,KERNEX MICROSYSTEMS (INDIA) LIMITED,20,"-"
KEYFINSERV,EQ,KEYNOTE FINANCIAL SERVICES LIMITED,20,"-"
KHADIM,EQ,KHADIM INDIA LIMITED,20,"-"
KHAICHEM,EQ,KHAITAN CHEMICALS & FERTILIZERS LIMITED,20,"-"
KHAITANLTD,EQ,KHAITAN (INDIA) LIMITED,20,"-"
KHANDSE,EQ,KHANDWALA SECURITIES LIMITED,20,"-"
KHFM,SM,KHFM HOSPITALITY AND FACILITY MANAGEMENT SERVICES LIMITED,20,"-"
KICL,EQ,KALYANI INVESTMENT COMPANY LIMITED,20,"-"
KILITCH,EQ,KILITCH DRUGS (INDIA) LIMITED,20,"-"
KIMS,EQ,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED,20,"-"
KIRIINDUS,EQ,KIRI INDUSTRIES LIMITED,20,"-"
KIRLOSBROS,EQ,KIRLOSKAR BROTHERS LIMITED,20,"-"
KIRLOSENG,EQ,KIRLOSKAR OIL ENGINES LIMITED,20,"-"
KIRLOSIND,EQ,KIRLOSKAR INDUSTRIES LIMITED,20,"-"
KIRLPNU,EQ,KIRLOSKAR PNEUMATIC COMPANY LIMITED,20,"-"
KITEX,EQ,KITEX GARMENTS LIMITED,20,"-"
KKCL,EQ,KEWAL KIRAN CLOTHING LIMITED,20,"-"
KKJEWELS,SM,KABRA JEWELS LIMITED,20,"-"
KLL,SM,KAUSHALYA LOGISTICS LIMITED,20,"-"
KMEW,EQ,KNOWLEDGE MARINE & ENGINEERING WORKS LIMITED,20,"-"
KMSUGAR,EQ,K.M.SUGAR MILLS LIMITED,20,"-"
KNAGRI,EQ,KN AGRI RESOURCES LIMITED,20,"-"
KNRCON,EQ,KNR CONSTRUCTIONS LIMITED,20,"-"
KOHINOOR,EQ,KOHINOOR FOODS LIMITED,20,"-"
KOKUYOCMLN,EQ,KOKUYO CAMLIN LIMITED,20,"-"
KOLTEPATIL,EQ,KOLTE - PATIL DEVELOPERS LIMITED,20,"-"
KONTOR,SM,KONTOR SPACE LIMITED,20,"-"
KOPRAN,EQ,KOPRAN LIMITED,20,"-"
KOTARISUG,EQ,KOTHARI SUGARS AND CHEMICALS LIMITED,20,"-"
KOTHARIPET,EQ,KOTHARI PETROCHEMICALS LIMITED,20,"-"
KOTHARIPRO,EQ,KOTHARI PRODUCTS LIMITED,20,"-"
KPEL,EQ,K.P. ENERGY LIMITED,20,"-"
KPIGREEN,EQ,KPI GREEN ENERGY LIMITED,20,"-"
KPIL,EQ,KALPATARU PROJECTS INTERNATIONAL LIMITED,20,"-"
KPRMILL,EQ,K.P.R. MILL LIMITED,20,"-"
KRBL,EQ,KRBL LIMITED,20,"-"
KREBSBIO,EQ,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED,20,"-"
KRIDHANINF,EQ,KRIDHAN INFRA LIMITED,20,"-"
KRISHANA,EQ,KRISHANA PHOSCHEM LIMITED,20,"-"
KRISHCA,SM,KRISHCA STRAPPING SOLUTIONS LIMITED,20,"-"
KRISHNADEF,EQ,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED,20,"-"
KRITI,EQ,KRITI INDUSTRIES (INDIA) LIMITED,20,"-"
KRITIKA,EQ,KRITIKA WIRES LIMITED,20,"-"
KRITINUT,EQ,KRITI NUTRIENTS LIMITED,20,"-"
KRN,EQ,KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,20,"-"
KRONOX,EQ,KRONOX LAB SCIENCES LIMITED,20,"-"
KROSS,EQ,KROSS LIMITED,20,"-"
KRSNAA,EQ,KRSNAA DIAGNOSTICS LIMITED,20,"-"
KRT,RR,KNOWLEDGE REALTY TRUST,20,"-"
KRYSTAL,EQ,KRYSTAL INTEGRATED SERVICES LIMITED,20,"-"
KSB,EQ,KSB LIMITED,20,"-"
KSCL,EQ,KAVERI SEED COMPANY LIMITED,20,"-"
KSHINTL,EQ,KSH INTERNATIONAL LIMITED,20,"-"
KSHITIJPOL,EQ,KSHITIJ POLYLINE LIMITED,20,"-"
KSL,EQ,KALYANI STEELS LIMITED,20,"-"
KSOLVES,EQ,KSOLVES INDIA LIMITED,20,"-"
KTKBANK,EQ,THE KARNATAKA BANK LIMITED,20,"-"
KUANTUM,EQ,KUANTUM PAPERS LIMITED,20,"-"
LAGNAM,EQ,LAGNAM SPINTEX LIMITED,20,"-"
LAKSHYA,SM,LAKSHYA POWERTECH LIMITED,20,"-"
LAL,EQ,LORENZINI APPARELS LIMITED,20,"-"
LALPATHLAB,EQ,DR. LAL PATH LABS LTD.,20,"-"
LAMBODHARA,EQ,LAMBODHARA TEXTILES LIMITED,20,"-"
LAMOSAIC,SM,LAMOSAIC INDIA LIMITED,20,"-"
LANDMARK,EQ,LANDMARK CARS LIMITED,20,"-"
LAOPALA,EQ,LA OPALA RG LIMITED,20,"-"
LATENTVIEW,EQ,LATENT VIEW ANALYTICS LIMITED,20,"-"
LAXMICOT,EQ,LAXMI COTSPIN LIMITED,20,"-"
LAXMIDENTL,EQ,LAXMI DENTAL LIMITED,20,"-"
LAXMIINDIA,EQ,LAXMI INDIA FINANCE LIMITED,20,"-"
LEMERITE,EQ,LE MERITE EXPORTS LIMITED,20,"-"
LEMONTREE,EQ,LEMON TREE HOTELS LIMITED,20,"-"
LENSKART,EQ,LENSKART SOLUTIONS LIMITED,20,"-"
LFIC,EQ,LAKSHMI FINANCE & INDUSTRIAL CORPORATION LIMITED,20,"-"
LGBBROSLTD,EQ,LG BALAKRISHNAN & BROS LIMITED,20,"-"
LIBAS,EQ,LIBAS CONSUMER PRODUCTS LIMITED,20,"-"
LIBERTSHOE,EQ,LIBERTY SHOES LIMITED,20,"-"
LICMFGOLD,EQ,LIC MF GOLD EXCHANGE TRADED FUND,20,"-"
LICNETFN50,EQ,LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50,20,"-"
LICNETFSEN,EQ,LIC MUTUAL FUND - LIC MF EXCHANGE TRADED FUND - SENSEX,20,"-"
LICNFNHGP,EQ,LIC MF - LIC MF ETF - NIFTY 100,20,"-"
LICNMID100,EQ,LIC MUTUAL FUND - LIC MF NIFTY MIDCAP 100 ETF,20,"-"
LIKHITHA,EQ,LIKHITHA INFRASTRUCTURE LIMITED,20,"-"
LINC,EQ,LINC LIMITED,20,"-"
LINCOLN,EQ,LINCOLN PHARMACEUTICALS LIMITED,20,"-"
LINDEINDIA,EQ,LINDE INDIA LIMITED,20,"-"
LLOYDS,SM,LLOYDS LUXURIES LIMITED,20,"-"
LLOYDSENGG,EQ,LLOYDS ENGINEERING WORKS LIMITED,20,"-"
LLOYDSENT,EQ,LLOYDS ENTERPRISES LIMITED,20,"-"
LLOYDSME,EQ,LLOYDS METALS AND ENERGY LIMITED,20,"-"
LMW,EQ,LMW LIMITED,20,"-"
LOKESHMACH,EQ,LOKESH MACHINES LIMITED,20,"-"
LORDSCHLO,EQ,LORDS CHLORO ALKALI LIMITED,20,"-"
LOVABLE,EQ,LOVABLE LINGERIE LIMITED,20,"-"
LOWVOL,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF,20,"-"
LOWVOL1,EQ,KOTAK NIFTY 100 LOW VOLATILITY 30 ETF,20,"-"
LOWVOLIETF,EQ,ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF,20,"-"
LPDC,EQ,LANDMARK PROPERTY DEVELOPMENT COMPANY LIMITED,20,"-"
LTFOODS,EQ,LT FOODS LIMITED,20,"-"
LTTS,EQ,L&T TECHNOLOGY SERVICES LIMITED,20,"-"
LUMAXIND,EQ,LUMAX INDUSTRIES LIMITED,20,"-"
LUMAXTECH,EQ,LUMAX AUTO TECHNOLOGIES LIMITED,20,"-"
LUXIND,EQ,LUX INDUSTRIES LIMITED,20,"-"
LXCHEM,EQ,LAXMI ORGANIC INDUSTRIES LIMITED,20,"-"
LYKALABS,EQ,LYKA LABS LIMITED,20,"-"
M&MFIN,EQ,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,20,"-"
MACOBSTECH,SM,MACOBS TECHNOLOGIES LIMITED,20,"-"
MACPOWER,EQ,MACPOWER CNC MACHINES LIMITED,20,"-"
MADHAV,EQ,MADHAV MARBLES AND GRANITES LIMITED,20,"-"
MADHAVBAUG,SM,VAIDYA SANE AYURVED LABORATORIES LIMITED,20,"-"
MADHUSUDAN,SM,MADHUSUDAN MASALA LIMITED,20,"-"
MADRASFERT,EQ,MADRAS FERTILIZERS LIMITED,20,"-"
